if_fault_id,fault_no,status,occurrence_time,occurrence_place,train_no,train_type_desc,car_no,railway,report_position,cause_class,org_id,fault_level,fault_brief,configuration_location,intuitive_fault_object,intuitive_fault_object_id,intuitive_fault_object_desc,intuitive_fault_pattern,intuitive_fault_pattern_id,intuitive_fault_pattern_desc,reconnect_location,occurrence_time,occurrence_place,accident_level,responsibility_class,running_way,falut_environment,main_responsibility,other_responsibility,car_trips,accumulated_mileage,fault_result,start_late,end_late,fault_desc,fault_order_type,report_time,processing_date,processing_result,special_fault,safety_supervisio_fault,in_repair,startup_fault_analysis,report_person,report_part,contact_tel,real_fault_object,real_fault_object_id,real_other_fault_object_desc,real_fault_pattern,real_fault_pattern_id,real_other_fault_pattern_desc,fault_cause,other_fault_cause_desc,solution,other_solution,fault_property,diagnostic_time,initial_cause_analysis,final_cause_analysis,replace_parts,repair_location,debugging_time,total_repair_counts,repair_time,total_downtime,repair_property,initial_treatment_measures,final_treatment_measures,important_info_no,closed_loop_time
,,,,二郎庙到郑州疏解区,,,,,,,,,,,,,,,,,,,二郎庙到郑州疏解区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,许昌东－郑州东,,,,,,,,,,,,,,,,,,,许昌东－郑州东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,杭州东至义乌,,,,,,,,,,,,,,,,,,,杭州东至义乌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, 南京南至溧阳,,,,,,,,,,,,,,,,,,, 南京南至溧阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,钦州站,,,,,,,,,,,,,,,,,,,钦州站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,进入咸宁北站前,,,,,,,,,,,,,,,,,,,进入咸宁北站前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新墩线路所至汉口区间,,,,,,,,,,,,,,,,,,,新墩线路所至汉口区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京南动车个说,,,,,,,,,,,,,,,,,,,北京南动车个说,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石家庄-安阳东区间,,,,,,,,,,,,,,,,,,,石家庄-安阳东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,检修库内临调出库时,,,,,,,,,,,,,,,,,,,检修库内临调出库时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,狮山站进站时,,,,,,,,,,,,,,,,,,,狮山站进站时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天门南-荆州区间,,,,,,,,,,,,,,,,,,,天门南-荆州区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,汉口动车所所,,,,,,,,,,,,,,,,,,,汉口动车所所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,广州南13:21-昆明南22:22,,,,,,,,,,,,,,,,,,,广州南13:21-昆明南22:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,苏州园区至上海虹桥区间,,,,,,,,,,,,,,,,,,,苏州园区至上海虹桥区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京南-上海虹桥区间,,,,,,,,,,,,,,,,,,,北京南-上海虹桥区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,荆州至枝江北,,,,,,,,,,,,,,,,,,,荆州至枝江北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,湛江西-广州南区间,,,,,,,,,,,,,,,,,,,湛江西-广州南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,扬州-仪征,,,,,,,,,,,,,,,,,,,扬州-仪征,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德安-南昌西,,,,,,,,,,,,,,,,,,,德安-南昌西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉TADS探测站,,,,,,,,,,,,,,,,,,,武汉TADS探测站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,横店东至汉口区间,,,,,,,,,,,,,,,,,,,横店东至汉口区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,全州南,,,,,,,,,,,,,,,,,,,全州南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,修文县-贵阳东,,,,,,,,,,,,,,,,,,,修文县-贵阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天门南站至汉口站,,,,,,,,,,,,,,,,,,,天门南站至汉口站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郑州东到信阳东,,,,,,,,,,,,,,,,,,,郑州东到信阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,普宁-惠州南,,,,,,,,,,,,,,,,,,,普宁-惠州南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长汀南-古田会址,,,,,,,,,,,,,,,,,,,长汀南-古田会址,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,乐都站,,,,,,,,,,,,,,,,,,,乐都站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,重庆北至潼关,,,,,,,,,,,,,,,,,,,重庆北至潼关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,临澧-盘塘,,,,,,,,,,,,,,,,,,,临澧-盘塘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,青岛-潍坊,,,,,,,,,,,,,,,,,,,青岛-潍坊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西站出站时,,,,,,,,,,,,,,,,,,,北京西站出站时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,合肥南至全椒区间,,,,,,,,,,,,,,,,,,,合肥南至全椒区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京站停,,,,,,,,,,,,,,,,,,,北京站停,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,利川-丰都区间,,,,,,,,,,,,,,,,,,,利川-丰都区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新余北站进站前,,,,,,,,,,,,,,,,,,,新余北站进站前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西安北-临潼东,,,,,,,,,,,,,,,,,,,西安北-临潼东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京南动车所-北京南站,,,,,,,,,,,,,,,,,,,北京南动车所-北京南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,秦皇岛-唐山区间,,,,,,,,,,,,,,,,,,,秦皇岛-唐山区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香樟路站,,,,,,,,,,,,,,,,,,,香樟路站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波-南昌,,,,,,,,,,,,,,,,,,,宁波-南昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,厦门北-上海虹桥,,,,,,,,,,,,,,,,,,,厦门北-上海虹桥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,汨罗东到长沙南区间,,,,,,,,,,,,,,,,,,,汨罗东到长沙南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙南-长沙所存车库,,,,,,,,,,,,,,,,,,,长沙南-长沙所存车库,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,佛坪-鄠邑,,,,,,,,,,,,,,,,,,,佛坪-鄠邑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,广州南？岳阳东,,,,,,,,,,,,,,,,,,,广州南？岳阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉动车段存车场,,,,,,,,,,,,,,,,,,,武汉动车段存车场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西站-泰安站区间,,,,,,,,,,,,,,,,,,,西站-泰安站区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海虹桥-金山北,,,,,,,,,,,,,,,,,,,上海虹桥-金山北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,民乐-军马场,,,,,,,,,,,,,,,,,,,民乐-军马场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,信阳东-孝感北区间,,,,,,,,,,,,,,,,,,,信阳东-孝感北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,柳州-来宾,,,,,,,,,,,,,,,,,,,柳州-来宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阳新站至德安站区间,,,,,,,,,,,,,,,,,,,阳新站至德安站区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京南至德州东区间,,,,,,,,,,,,,,,,,,,北京南至德州东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,莆田至福州区间,,,,,,,,,,,,,,,,,,,莆田至福州区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,都匀东,,,,,,,,,,,,,,,,,,,都匀东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蚌埠至徐州东区间,,,,,,,,,,,,,,,,,,,蚌埠至徐州东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,运行过程中,,,,,,,,,,,,,,,,,,,运行过程中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高碑店东-石家庄区间,,,,,,,,,,,,,,,,,,,高碑店东-石家庄区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,华山北—西安北,,,,,,,,,,,,,,,,,,,华山北—西安北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉动车所—武汉站,,,,,,,,,,,,,,,,,,,武汉动车所—武汉站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高邑南-石家庄,,,,,,,,,,,,,,,,,,,高邑南-石家庄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宜春-高安,,,,,,,,,,,,,,,,,,,宜春-高安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,珞璜南站,,,,,,,,,,,,,,,,,,,珞璜南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,海安-如皋,,,,,,,,,,,,,,,,,,,海安-如皋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,回送北京动车段途中,,,,,,,,,,,,,,,,,,,回送北京动车段途中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中山-珠海,,,,,,,,,,,,,,,,,,,中山-珠海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郴州西至清远区间,,,,,,,,,,,,,,,,,,,郴州西至清远区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,衡阳至乐昌东,,,,,,,,,,,,,,,,,,,衡阳至乐昌东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西-高碑店区间,,,,,,,,,,,,,,,,,,,北京西-高碑店区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,成都东至潼南区间,,,,,,,,,,,,,,,,,,,成都东至潼南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,随州至襄阳区间,,,,,,,,,,,,,,,,,,,随州至襄阳区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,浦口-全椒,,,,,,,,,,,,,,,,,,,浦口-全椒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新余-南昌西,,,,,,,,,,,,,,,,,,,新余-南昌西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,仙桃西至荆州,,,,,,,,,,,,,,,,,,,仙桃西至荆州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,青荣城际,,,,,,,,,,,,,,,,,,,青荣城际,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,尤溪站,,,,,,,,,,,,,,,,,,,尤溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,商丘-民权北,,,,,,,,,,,,,,,,,,,商丘-民权北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,二郎庙线路所至许昌东站,,,,,,,,,,,,,,,,,,,二郎庙线路所至许昌东站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,漯河西-汉口,,,,,,,,,,,,,,,,,,,漯河西-汉口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,醴陵东-长沙南,,,,,,,,,,,,,,,,,,,醴陵东-长沙南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石门县北至常德区间,,,,,,,,,,,,,,,,,,,石门县北至常德区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,贵阳北-宁波,,,,,,,,,,,,,,,,,,,贵阳北-宁波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,重庆北-武汉,,,,,,,,,,,,,,,,,,,重庆北-武汉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,荆州站进站,,,,,,,,,,,,,,,,,,,荆州站进站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海站出站时,,,,,,,,,,,,,,,,,,,上海站出站时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,九江-阳新,,,,,,,,,,,,,,,,,,,九江-阳新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4嘉兴南站,,,,,,,,,,,,,,,,,,,4嘉兴南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西至涿州东区间,,,,,,,,,,,,,,,,,,,北京西至涿州东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,余杭-上海虹桥,,,,,,,,,,,,,,,,,,,余杭-上海虹桥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,孝感至信阳区间,,,,,,,,,,,,,,,,,,,孝感至信阳区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,海安-泰州,,,,,,,,,,,,,,,,,,,海安-泰州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,惠山站-无锡站,,,,,,,,,,,,,,,,,,,惠山站-无锡站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,停车线发车,,,,,,,,,,,,,,,,,,,停车线发车,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,广州北至韶关,,,,,,,,,,,,,,,,,,,广州北至韶关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南昌西-三江镇,,,,,,,,,,,,,,,,,,,南昌西-三江镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉—赤壁,,,,,,,,,,,,,,,,,,,武汉—赤壁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,滁州南-定远,,,,,,,,,,,,,,,,,,,滁州南-定远,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波至余姚北区间,,,,,,,,,,,,,,,,,,,宁波至余姚北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,玉林,,,,,,,,,,,,,,,,,,,玉林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西宁-曹家埠,,,,,,,,,,,,,,,,,,,西宁-曹家埠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,深北站,,,,,,,,,,,,,,,,,,,深北站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,烟台南站至牟平站区间,,,,,,,,,,,,,,,,,,,烟台南站至牟平站区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,汉中站,,,,,,,,,,,,,,,,,,,汉中站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,滕州东站,,,,,,,,,,,,,,,,,,,滕州东站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,田东北-田阳区间,,,,,,,,,,,,,,,,,,,田东北-田阳区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,九郎山-暮云区间,,,,,,,,,,,,,,,,,,,九郎山-暮云区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,婺源-景德镇北区间,,,,,,,,,,,,,,,,,,,婺源-景德镇北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,九江-都昌,,,,,,,,,,,,,,,,,,,九江-都昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,秦安-通渭,,,,,,,,,,,,,,,,,,,秦安-通渭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,百色-昆明,,,,,,,,,,,,,,,,,,,百色-昆明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,洛阳龙门-巩义南区间,,,,,,,,,,,,,,,,,,,洛阳龙门-巩义南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,苍南-霞浦,,,,,,,,,,,,,,,,,,,苍南-霞浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,岳阳东-赤壁东,,,,,,,,,,,,,,,,,,,岳阳东-赤壁东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西安北-郑州东区间,,,,,,,,,,,,,,,,,,,西安北-郑州东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,平南南-贵港区间,,,,,,,,,,,,,,,,,,,平南南-贵港区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,肇庆东-肇庆西,,,,,,,,,,,,,,,,,,,肇庆东-肇庆西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港西九龙,,,,,,,,,,,,,,,,,,,香港西九龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宜昌东客整所,,,,,,,,,,,,,,,,,,,宜昌东客整所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东凌井到阳泉北,,,,,,,,,,,,,,,,,,,东凌井到阳泉北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,金山园区至金山卫区间,,,,,,,,,,,,,,,,,,,金山园区至金山卫区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,镇江-丹阳区间,,,,,,,,,,,,,,,,,,,镇江-丹阳区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,襄阳东-谷城,,,,,,,,,,,,,,,,,,,襄阳东-谷城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,云浮东站,,,,,,,,,,,,,,,,,,,云浮东站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,诸暨站,,,,,,,,,,,,,,,,,,,诸暨站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,霍州东-介休东,,,,,,,,,,,,,,,,,,,霍州东-介休东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,临海站,,,,,,,,,,,,,,,,,,,临海站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,江山-衢州区间,,,,,,,,,,,,,,,,,,,江山-衢州区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,渭南北到西安北区间,,,,,,,,,,,,,,,,,,,渭南北到西安北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,眉山东站,,,,,,,,,,,,,,,,,,,眉山东站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙南-广州南区间,,,,,,,,,,,,,,,,,,,长沙南-广州南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西安北存车场,,,,,,,,,,,,,,,,,,,西安北存车场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高碑店—石家庄区间,,,,,,,,,,,,,,,,,,,高碑店—石家庄区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,定州西-秦安区间,,,,,,,,,,,,,,,,,,,定州西-秦安区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,驻马店-岳阳东,,,,,,,,,,,,,,,,,,,驻马店-岳阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉、郑州东,,,,,,,,,,,,,,,,,,,武汉、郑州东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,转线,,,,,,,,,,,,,,,,,,,转线,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,钟山西,,,,,,,,,,,,,,,,,,,钟山西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新乡东-邯郸东区间时,,,,,,,,,,,,,,,,,,,新乡东-邯郸东区间时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,萍乡北-长沙南区间,,,,,,,,,,,,,,,,,,,萍乡北-长沙南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙南-长沙南,,,,,,,,,,,,,,,,,,,长沙南-长沙南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,即墨-南昌西,,,,,,,,,,,,,,,,,,,即墨-南昌西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,重庆西-桐梓北,,,,,,,,,,,,,,,,,,,重庆西-桐梓北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北戴河-秦皇岛,,,,,,,,,,,,,,,,,,,北戴河-秦皇岛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,乐清-永嘉区间,,,,,,,,,,,,,,,,,,,乐清-永嘉区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天河街站,,,,,,,,,,,,,,,,,,,天河街站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,湘府路站,,,,,,,,,,,,,,,,,,,湘府路站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,水家湖-合肥南间,,,,,,,,,,,,,,,,,,,水家湖-合肥南间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,福州南检修库,,,,,,,,,,,,,,,,,,,福州南检修库,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,建宁县北-将乐,,,,,,,,,,,,,,,,,,,建宁县北-将乐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,检修库内I,,,,,,,,,,,,,,,,,,,检修库内I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
